Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
5/16/2012,4864.23,-113.22,-0.0227,4992.83,4863.42,5004.76,1.64M,-714.41M,0
5/17/2012,5017.02,152.79,0.0314,4864.23,4864.23,5029.78,1.44M,-260.22M,0
5/18/2012,4879.42,-137.6,-0.0274,5014.74,4879.42,5014.74,1.2M,-929.57M,0
5/19/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
5/20/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
5/21/2012,4954,74.58,0.0153,4883.84,4883.84,4977.53,1.22M,-1.7B,0
5/22/2012,4958.43,4.43,0.0009,4954.46,4954.46,5026.45,862.01K,-28.28M,0
5/23/2012,4928.53,-29.9,-0.006,4936.23,4917.89,4941.51,1.1M,91.46M,0
5/24/2012,4904.22,-24.31,-0.0049,4929.17,4904.22,4954.37,804K,-116.18M,0
5/25/2012,4925.97,21.75,0.0044,4916.53,4910.83,4925.97,1.01M,291.78M,0
5/26/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
5/27/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
5/28/2012,4952.74,26.77,0.0054,4925.56,4923.46,4952.74,824.06K,-83.18M,0
5/29/2012,5023.11,70.37,0.0142,4954.78,4954.78,5046.55,1.05M,85.34M,0
5/30/2012,5018.32,-4.79,-0.001,5057.24,4995.04,5070.56,1.31M,456.19M,0
5/31/2012,5091.23,72.91,0.0145,5021.29,4951.24,5095.13,2.89M,652.15M,0
6/1/2012,5062.44,-28.79,-0.0057,5057.85,5034.38,5063.21,1.23M,-139.11M,0
6/2/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/3/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/4/2012,4890.2,-172.24,-0.034,5008.53,4890.2,5008.53,1.29M,-290.18M,0
6/5/2012,4925.67,35.47,0.0073,4909.64,4898.55,4951.46,818.58K,41.64M,0
6/6/2012,4966.58,40.91,0.0083,4932.36,4926.41,4977.53,936.78K,-428.39M,0
6/7/2012,5022.95,56.37,0.0114,4976.93,4976.93,5044.59,942.65K,-4.18M,0
6/8/2012,4994.07,-28.88,-0.0058,5026,4994.07,5027.88,833.5K,40.19M,0
6/9/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/10/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/11/2012,5075.85,81.78,0.0164,4997.12,4997.12,5086.77,2.11M,297.24M,0
6/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2012,5109.61,33.76,0.0067,5076.11,5061.56,5109.61,1.31M,332.37M,0
6/14/2012,5020.85,-88.76,-0.0174,5109.64,5020.85,5109.64,3.69M,5.23B,0
6/15/2012,4930.63,-90.22,-0.018,5038,4929.88,5061.18,1.86M,-1.79B,0
6/16/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/17/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/18/2012,5050.41,119.78,0.0243,4996.52,4996.52,5050.41,614.35K,57.76M,0
6/19/2012,5081.61,31.2,0.0062,5049.13,5037.7,5081.61,371.81K,155.04M,0
6/20/2012,5146.46,64.85,0.0128,5081.1,5081.1,5146.46,1.01M,839.81M,0
6/21/2012,5109.43,-37.03,-0.0072,5146.46,5109.43,5156.92,611.18K,1.01B,0
6/22/2012,5120.07,10.64,0.0021,5099.73,5058.76,5133.57,450.82K,430.08M,0
6/23/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/24/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
6/25/2012,5167.2,47.13,0.0092,5144.91,5144.91,5205.08,497.93K,423.48M,0
6/26/2012,5193.84,26.64,0.0052,5167.85,5163.75,5201.2,278.46K,585.17M,0
6/27/2012,5257.92,64.08,0.0123,5196.99,5196.99,5266.44,754.38K,1.57B,0
6/28/2012,5256.15,-1.77,-0.0003,5277.74,5234.53,5285.84,766.83K,386.5M,0
6/29/2012,5246.41,-9.74,-0.0019,5257.87,5234.59,5258.83,578.14K,28.17B,0
6/30/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/2/2012,5300.24,53.83,0.0103,5278.28,5278.28,5316.87,488.67K,1.26B,0
7/3/2012,5365.7,65.46,0.0124,5300.13,5300.13,5374.35,327.16K,1.45B,0
7/4/2012,5354.72,-10.98,-0.002,5366.58,5351.74,5403.16,588.99K,1.21B,0
7/5/2012,5369.98,15.26,0.0029,5355.18,5355.18,5388.63,449.08K,867.1M,0
7/6/2012,5362.68,-7.3,-0.0014,5370.44,5349.82,5383.44,1.06M,338.8M,0
7/7/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/8/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/9/2012,5263.74,-98.94,-0.0185,5352.25,5263.74,5352.25,545.68K,-158.07M,0
7/10/2012,5240.28,-23.46,-0.0045,5276.3,5240.28,5277.39,308.46K,-327.51M,0
7/11/2012,5235.44,-4.84,-0.0009,5198.41,5190.3,5235.44,434.45K,10.12B,0
7/12/2012,5205.19,-30.25,-0.0058,5234.92,5205.19,5243.17,672.66K,-216.15M,0
7/13/2012,5214.52,9.33,0.0018,5204.55,5201.95,5228.78,286.22K,5.16B,0
7/14/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/15/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/16/2012,5297.99,83.47,0.016,5217.55,5217.55,5297.99,245.58K,396M,0
7/17/2012,5285.12,-12.87,-0.0024,5296.44,5266.31,5296.44,380.46K,-160.98M,0
7/18/2012,5220.55,-64.57,-0.0122,5278.85,5214.78,5278.85,429.68K,3.77B,0
7/19/2012,5189.37,-31.18,-0.006,5217.45,5179.35,5237.47,461.28K,-355.36M,0
7/20/2012,5210.89,21.52,0.0041,5180.88,5180.5,5215.89,165.5K,-462.14M,0
7/21/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/22/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/23/2012,5139.4,-71.49,-0.0137,5210.54,5120.69,5210.54,186.37K,-714.72M,0
7/24/2012,5159.74,20.34,0.004,5140.41,5116.55,5187.67,196.52K,-505.37M,0
7/25/2012,5161.8,2.06,0.0004,5150.37,5149.19,5171.52,952.19K,-967.98M,0
7/26/2012,5152.56,-9.24,-0.0018,5160.57,5152.5,5171.19,831.02K,-463.58M,0
7/27/2012,5219.55,66.99,0.013,5152.56,5152.56,5219.55,1.55M,-377.54M,0
7/28/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/29/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
7/30/2012,5277.9,58.35,0.0112,5220.29,5220.29,5282.81,939.76K,393.68M,0
7/31/2012,5307.66,29.76,0.0056,5278.66,5278.66,5325.76,183.02K,878.18M,0
8/1/2012,5298.72,-8.94,-0.0017,5309.74,5267.22,5315.32,237.45K,315.91M,0
8/2/2012,5293.4,-5.32,-0.001,5298.44,5292.43,5322.35,309.18K,171.09M,0
8/3/2012,5285.91,-7.49,-0.0014,5290.92,5280.18,5302.28,309.03K,690.2M,0
8/4/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/5/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/6/2012,5284.16,-1.75,-0.0003,5286.56,5276.5,5323.21,357.35K,105.69M,0
8/7/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/8/2012,5308.67,24.51,0.0046,5283.22,5280.94,5330.25,284.98K,-128.73M,0
8/9/2012,5256.61,-52.06,-0.0098,5309.36,5253.2,5312.39,333.95K,-666.17M,0
8/10/2012,5263.35,6.74,0.0013,5253.5,5230.86,5270.88,363.42K,-353.98M,0
8/11/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/13/2012,5271.78,8.43,0.0016,5261.96,5239.74,5280.79,213.69K,-330.46M,0
8/14/2012,5265.94,-5.84,-0.0011,5271.12,5258.63,5284.16,281.27K,-294.72M,0
8/15/2012,5266.66,0.72,0.0001,5266.7,5255.01,5280.48,324.68K,-211.61M,0
8/16/2012,5219.51,-47.15,-0.009,5267.91,5210.56,5268.26,708.8K,-377.4M,0
8/17/2012,5206.81,-12.7,-0.0024,5217.3,5201.09,5231.03,264.33K,-844.37M,0
8/18/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/19/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/20/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/21/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2012,5152.15,-54.66,-0.0105,5203.83,5148.75,5203.83,370.04K,-874.03M,0
8/23/2012,5202.84,50.69,0.0098,5156.2,5154.41,5202.84,230.92K,-400.36M,0
8/24/2012,5143.35,-59.49,-0.0114,5177.38,5125.89,5177.38,405.1K,3.54B,0
8/25/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/26/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
8/28/2012,5175.62,32.27,0.0063,5144.97,5114.95,5188.06,943.13K,-94.13M,0
8/29/2012,5195.72,20.1,0.0039,5179.69,5179.6,5196.13,813.14K,-375.49M,0
8/30/2012,5149.31,-46.41,-0.0089,5193.11,5149.31,5198.33,812.42K,-905.83M,0
8/31/2012,5196.19,46.88,0.0091,5149.34,5125.54,5196.19,1.43M,-1.84B,0
9/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/2/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/3/2012,5219.08,22.89,0.0044,5200.12,5175.16,5220.19,824.31K,-18.01M,0
9/4/2012,5175.87,-43.21,-0.0083,5219.01,5175.87,5221.29,908.09K,162.64M,0
9/5/2012,5150.81,-25.06,-0.0048,5175.82,5149.3,5192.22,629.94K,-208.59M,0
9/6/2012,5150.11,-0.7,-0.0001,5150.89,5148.56,5168.01,758.01K,-62.56M,0
9/7/2012,5201.32,51.21,0.0099,5175.76,5175.76,5218.31,1M,830.45M,0
9/8/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/9/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/10/2012,5190.81,-10.51,-0.002,5201.92,5188.51,5202.09,1.32M,854.41M,0
9/11/2012,5186.05,-4.76,-0.0009,5199.07,5177.4,5205.6,781.57K,81.68M,0
9/12/2012,5207.1,21.05,0.0041,5189.94,5186.81,5208.77,950.82K,-90.34M,0
9/13/2012,5240.5,33.4,0.0064,5207.6,5204.91,5246.77,928.16K,199.65M,0
9/14/2012,5322.47,81.97,0.0156,5240.82,5240.82,5334.04,1.25M,937.4M,0
9/15/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/16/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/17/2012,5350.9,28.43,0.0053,5361.77,5337.44,5367.84,1.02M,401.52M,0
9/18/2012,5331.13,-19.77,-0.0037,5351.97,5330.67,5351.97,1.23M,153.44M,0
9/19/2012,5317.03,-14.1,-0.0026,5331.87,5300.6,5331.87,939.05K,96.22M,0
9/20/2012,5294.97,-22.06,-0.0041,5317.58,5289.45,5329.86,900.83K,106.8M,0
9/21/2012,5292.06,-2.91,-0.0006,5301.29,5284.61,5305.27,1.05M,32.31M,0
9/22/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/23/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/24/2012,5325.6,33.54,0.0063,5294.01,5292.97,5325.6,795.09K,274.5M,0
9/25/2012,5325.17,-0.43,-0.0001,5322.72,5313.44,5335.25,729.56K,347.72M,0
9/26/2012,5292.63,-32.54,-0.0061,5317.1,5276.84,5317.1,1.49M,-1.25B,0
9/27/2012,5301.49,8.86,0.0017,5292.63,5291.16,5304.02,869.6K,-107.86M,0
9/28/2012,5346.1,44.61,0.0084,5310.06,5309.54,5346.1,1.22M,684.53M,0
9/29/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
9/30/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/1/2012,5308.52,-37.58,-0.007,5344.82,5305.4,5344.82,868.45K,-593.23M,0
10/2/2012,5348.68,40.16,0.0076,5321.71,5317.76,5355.31,1.04M,418.59M,0
10/3/2012,5375.52,26.84,0.005,5355.35,5350.49,5380.35,1.16M,367.8M,0
10/4/2012,5443.74,68.22,0.0127,5383.98,5380.5,5451.96,1.54M,452.03M,0
10/5/2012,5439.84,-3.9,-0.0007,5443.74,5439.59,5484.63,1.69M,765.09M,0
10/6/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/7/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/8/2012,5434.13,-5.71,-0.0011,5440.01,5415.99,5449.57,1.14M,116.78M,0
10/9/2012,5394.9,-39.23,-0.0072,5437.34,5393.5,5443.35,1.22M,-72.03M,0
10/10/2012,5369.6,-25.3,-0.0047,5394.09,5365.17,5408.02,1.28M,-518.41M,0
10/11/2012,5353.47,-16.13,-0.003,5376.19,5353.47,5384.83,1.04M,-314.69M,0
10/12/2012,5369.72,16.25,0.003,5353.71,5353.71,5372.68,5.13M,-12.74B,0
10/13/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/14/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/15/2012,5383.22,13.5,0.0025,5366.92,5360.91,5383.22,1.69M,-515.54M,0
10/16/2012,5399.94,16.72,0.0031,5383.9,5383.9,5406.02,1.33M,-410.69M,0
10/17/2012,5438.38,38.44,0.0071,5400.53,5400.53,5445.95,1.35M,462.86M,0
10/18/2012,5435.94,-2.44,-0.0004,5445.3,5428.73,5452.02,1.18M,305.63M,0
10/19/2012,5432.36,-3.58,-0.0007,5435.94,5424.52,5460.92,1.19M,-78.39M,0
10/20/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/21/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/22/2012,5424.79,-7.57,-0.0014,5432.28,5403.3,5432.28,1.42M,2.38B,0
10/23/2012,5432.32,7.53,0.0014,5424.05,5424.05,5442.94,1.06M,321.64M,0
10/24/2012,5398.69,-33.63,-0.0062,5425.12,5385.71,5425.43,1.05M,-292.45M,0
10/25/2012,5405.16,6.47,0.0012,5403.39,5383.9,5415.14,969.61K,-115.02M,0
10/26/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/27/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/28/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
10/29/2012,5397.42,-7.74,-0.0014,5404.79,5394.82,5420.74,964.19K,55.85M,0
10/30/2012,5426.67,29.25,0.0054,5394.09,5393.99,5426.67,1.16M,624.86M,0
10/31/2012,5424.51,-2.16,-0.0004,5426.67,5422.15,5447.73,1.17M,570.53M,0
11/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/2/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/3/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/4/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/5/2012,5457.82,33.31,0.0061,5428.26,5428.26,5483.93,1.59M,711.06M,0
11/6/2012,5473.61,15.79,0.0029,5459.74,5458.48,5477.57,1.53M,802.88M,0
11/7/2012,5437.29,-36.32,-0.0066,5467.06,5425.9,5467.5,1.66M,367.38M,0
11/8/2012,5446.71,9.42,0.0017,5437.08,5402.4,5446.71,1.19M,-110.83M,0
11/9/2012,5468.79,22.08,0.0041,5445.88,5427.86,5468.79,1.22M,181.47M,0
11/10/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/11/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/12/2012,5470.7,1.91,0.0003,5466.36,5466.36,5488.92,988.06K,163.86M,0
11/13/2012,5455.92,-14.78,-0.0027,5471.25,5455.18,5481.73,872.56K,346.05M,0
11/14/2012,5451.09,-4.83,-0.0009,5467.6,5451.09,5484.71,1.13M,60.41M,0
11/15/2012,5414.82,-36.27,-0.0067,5451.09,5406.07,5457.3,1.19M,-86.83M,0
11/16/2012,5439.28,24.46,0.0045,5414.82,5412.69,5439.28,1.1M,-470.27M,0
11/17/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/18/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/19/2012,5449.55,10.27,0.0019,5436.67,5434.97,5449.89,1.84M,-15.63M,0
11/20/2012,5500.58,51.03,0.0094,5453.98,5451.61,5510,1.25M,372.91M,0
11/21/2012,5534.18,33.6,0.0061,5505.34,5505.34,5553.57,2.67M,6B,0
11/22/2012,5513.37,-20.81,-0.0038,5538.26,5513.37,5579.18,1.2M,284.57M,0
11/23/2012,5552.34,38.97,0.0071,5513.84,5513.84,5552.99,1.04M,16M,0
11/24/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/25/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
11/26/2012,5579.42,27.08,0.0049,5555.79,5555.79,5585.09,1.16M,170.44M,0
11/27/2012,5586.45,7.03,0.0013,5579.42,5579.42,5615.62,1.1M,40.54M,0
11/28/2012,5633.72,47.27,0.0085,5584.4,5575.38,5636.33,1.54M,-260.44M,0
11/29/2012,5640.45,6.73,0.0012,5633.82,5613.35,5650.1,1.96M,-679M,0
11/30/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/2/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/3/2012,5672.7,32.25,0.0057,5622.73,5613.97,5672.7,1.9M,110.35M,0
12/4/2012,5706.28,33.58,0.0059,5663.94,5663.94,5706.28,1.46M,481.85M,0
12/5/2012,5687.72,-18.56,-0.0033,5704.42,5679.67,5705.63,1.72M,3.34B,0
12/6/2012,5763.64,75.92,0.0133,5694.75,5694.75,5777.24,2M,293.11M,0
12/7/2012,5794.2,30.56,0.0053,5766.3,5756.51,5797.93,1.5M,268.35M,0
12/8/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/9/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/10/2012,5757.54,-36.66,-0.0063,5791.14,5732.58,5793.93,1.02M,4.19M,0
12/11/2012,5831.5,73.96,0.0128,5759.16,5759.16,5831.5,1.22M,290.33M,0
12/12/2012,5819.79,-11.71,-0.002,5831.68,5819.79,5859.54,1.46M,-266.92M,0
12/13/2012,5787.95,-31.84,-0.0055,5821.39,5773.03,5866.83,1.27M,-111.49M,0
12/14/2012,5707.11,-80.84,-0.014,5786.6,5700.58,5786.6,2.22M,5.99B,0
12/15/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/16/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/17/2012,5623.85,-83.26,-0.0146,5707.33,5623.85,5732.48,1.66M,254.8M,0
12/18/2012,5636.59,12.74,0.0023,5624.17,5604.19,5688.69,2.05M,46.59M,0
12/19/2012,5752.39,115.8,0.0205,5637.05,5637.05,5752.39,1.54M,41.92M,0
12/20/2012,5797.74,45.35,0.0079,5751.57,5749.94,5802.26,1.52M,2.38B,0
12/21/2012,5823.94,26.2,0.0045,5797.76,5785.85,5860.12,1.37M,333.33M,0
12/22/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/23/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/24/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/25/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/26/2012,5832.83,8.89,0.0015,5826.53,5822.95,5855.26,598.39K,111.05M,0
12/27/2012,5794.89,-37.94,-0.0065,5835.62,5794.89,5849.97,789.03K,163.85M,0
12/28/2012,5812.73,17.84,0.0031,5810.4,5810.22,5848.32,1.35M,2.38B,0
12/29/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/30/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
12/31/2012,NA,NA,NA,NA,NA,NA,NA,NA,1
1/1/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/2/2013,5860.99,48.26,0.0083,5810.47,5808.94,5860.99,745.53K,199.62M,0
1/3/2013,5934.05,73.06,0.0125,5861.82,5861.82,5960.74,1.27M,806.5M,0
1/4/2013,5971.45,37.4,0.0063,5949.34,5948.3,5971.45,1.27M,1.25B,0
1/5/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/6/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/7/2013,6044.91,73.46,0.0123,5972.81,5972.81,6044.91,1.42M,1.72B,0
1/8/2013,6048.9,3.99,0.0007,6046.75,6024.05,6055.42,1.24M,558.39M,0
1/9/2013,6091.18,42.28,0.007,6050.19,6050.19,6095.07,1.41M,451.26M,0
1/10/2013,6018.57,-72.61,-0.0119,6091.18,5999.89,6098.14,3.84M,12.86B,0
1/11/2013,6051.75,33.18,0.0055,6034.16,6034.08,6057.48,1.56M,616.14M,0
1/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/13/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/14/2013,6093.9,42.15,0.007,6066.02,6066.02,6115.18,1.52M,-922.84M,0
1/15/2013,6087.67,-6.23,-0.001,6093.9,6071.32,6140.72,1.49M,178.04M,0
1/16/2013,6047.52,-40.15,-0.0066,6087.53,6037.01,6104.54,1.16M,-268.21M,0
1/17/2013,6072.18,24.66,0.0041,6054.3,6048.99,6076.95,1.21M,43.1M,0
1/18/2013,6139.21,67.03,0.011,6070.79,6070.79,6150.62,1.53M,1.04B,0
1/19/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/20/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/21/2013,6171.7,32.49,0.0053,6164.86,6164.46,6193.25,994.46K,181.89M,0
1/22/2013,6104.9,-66.8,-0.0108,6171.67,6103.17,6176.12,1.09M,-271.45M,0
1/23/2013,6092.53,-12.37,-0.002,6104.88,6068.44,6104.88,2.11M,3.98B,0
1/24/2013,6117.27,24.74,0.0041,6092.25,6092.25,6124.9,977.52K,149.4M,0
1/25/2013,6167.64,50.37,0.0082,6120.99,6120.99,6167.64,1.45M,-106.39M,0
1/26/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/27/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
1/28/2013,6192.42,24.78,0.004,6167.64,6165.08,6192.42,1.47M,720.76M,0
1/29/2013,6234.73,42.31,0.0068,6192.42,6192.42,6254.04,1.63M,1.3B,0
1/30/2013,6271.23,36.5,0.0059,6235.85,6235.85,6320.6,1.53M,745.71M,0
1/31/2013,6242.74,-28.49,-0.0045,6320.74,6240.73,6332.27,1.98M,1.92B,0
2/1/2013,6318.61,75.87,0.0122,6253.86,6253.84,6342.72,1.85M,949.22M,0
2/2/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/3/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/4/2013,6435.98,117.37,0.0186,6349.08,6349.08,6449.44,1.75M,1.98B,0
2/5/2013,6470.49,34.51,0.0054,6426.86,6407.44,6479.31,1.48M,1.28B,0
2/6/2013,6431.35,-39.14,-0.006,6479.53,6431.35,6486.45,1.67M,474.65M,0
2/7/2013,6459.99,28.64,0.0045,6433.31,6433.31,6459.99,1.31M,138.65M,0
2/8/2013,6458.67,-1.32,-0.0002,6461.19,6453.4,6489.9,1.21M,689.14M,0
2/9/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/10/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/11/2013,6458.01,-0.66,-0.0001,6458.34,6458.01,6500.08,907.69K,-42.8M,0
2/12/2013,6459.93,1.92,0.0003,6459.21,6455,6477.82,769.33K,189.99M,0
2/13/2013,6527.99,68.06,0.0105,6465.37,6464.54,6531.79,1.27M,842.14M,0
2/14/2013,6513.41,-14.58,-0.0022,6528.42,6497.54,6542.51,1.22M,152.89M,0
2/15/2013,6521.64,8.23,0.0013,6494.84,6494.84,6522.27,1.45M,126.63M,0
2/16/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/18/2013,6565.23,43.59,0.0067,6521.77,6521.77,6582.51,1.35M,-592.2M,0
2/19/2013,6620.72,55.49,0.0085,6584.4,6577.96,6632.56,1.55M,717.78M,0
2/20/2013,6648.57,27.85,0.0042,6644.46,6615.7,6690,1.49M,306.01M,0
2/21/2013,6667.41,18.84,0.0028,6637.83,6617.28,6667.41,1.63M,-173.49M,0
2/22/2013,6665.06,-2.35,-0.0004,6669.95,6565.26,6669.95,1.38M,-36.57M,0
2/23/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2013,6721.33,56.27,0.0084,6664.92,6664.92,6721.33,1.2M,196.36M,0
2/26/2013,6630.67,-90.66,-0.0135,6718.02,6622.74,6718.02,1.57M,-388.43M,0
2/27/2013,6616.27,-14.4,-0.0022,6671.62,6616.27,6687.49,1.54M,68.17M,0
2/28/2013,6721.45,105.18,0.0159,6662.41,6636.22,6721.45,2.77M,-951.97M,0
3/1/2013,6642.27,-79.18,-0.0118,6725.36,6610.22,6725.36,1.64M,232.62M,0
3/2/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/3/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/4/2013,6637.56,-4.71,-0.0007,6642.84,6564.77,6664.16,1.62M,-263.36M,0
3/5/2013,6711.72,74.16,0.0112,6638.11,6632.39,6723.71,1.9M,-7.49M,0
3/6/2013,6835.21,123.49,0.0184,6714.12,6714.12,6842.97,1.95M,1.67B,0
3/7/2013,6725.13,-110.08,-0.0161,6835.86,6722.13,6835.86,3.52M,7.66B,0
3/8/2013,6833.77,108.64,0.0162,6771.5,6771.5,6859.79,1.85M,946.31M,0
3/9/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/10/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/11/2013,6813.95,-19.82,-0.0029,6835.16,6813.95,6867.1,1.61M,-247.7M,0
3/12/2013,6786.42,-27.53,-0.004,6847.55,6772.1,6853.94,2.68M,3.41B,0
3/13/2013,6776.56,-9.86,-0.0015,6812.6,6748.72,6812.6,1.57M,-336.95M,0
3/14/2013,6694.71,-81.85,-0.0121,6753.29,6647.82,6753.77,1.61M,-1.41B,0
3/15/2013,6654.6,-40.11,-0.006,6717.35,6653.45,6732.64,1.85M,-1.42B,0
3/16/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/17/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/18/2013,6536.18,-118.42,-0.0178,6666.8,6514.89,6690.28,1.48M,-564.87M,0
3/19/2013,6426.25,-109.93,-0.0168,6531.63,6392.33,6531.63,1.69M,-1.34B,0
3/20/2013,6419.62,-6.63,-0.001,6416.42,6310.37,6471.98,2.07M,-585.83M,0
3/21/2013,6472.98,53.36,0.0083,6456.73,6443.1,6483.85,1.47M,-608.29M,0
3/22/2013,6518.71,45.73,0.0071,6472.9,6472.9,6551.06,1.43M,-687.71M,0
3/23/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/24/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/25/2013,6597.59,78.88,0.0121,6531.46,6531.46,6600.51,1.37M,219.37M,0
3/26/2013,6665.12,67.53,0.0102,6601.39,6601.39,6681.28,1.36M,288.25M,0
3/27/2013,6847.47,182.35,0.0274,6668.82,6668.82,6873.89,1.91M,1.35B,0
3/28/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/29/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
3/30/2013,NA,NA,NA,NA,NA,NA,NA,NA,1
