"","ds","yhat","yhat_lower","yhat_upper"
"189",2009-07-12,2639.69943810685,2316.75617028596,2962.10499402187
"190",2009-07-13,2523.23665068217,2220.87421215474,2833.69684640279
"191",2009-07-14,2522.69735068834,2220.04700271905,2852.36253041039
"192",2009-07-15,2531.99653174425,2240.39216622643,2852.62339891319
"193",2009-07-16,2543.97412913699,2216.17688855525,2853.84630766569
"194",2009-07-17,2564.38962494085,2234.93284346336,2867.33224906477
"195",2009-07-18,2703.77612518781,2374.47263791109,3029.63627892229
"196",2009-07-19,2707.07571404275,2386.40571659331,3022.88610800773
"197",2009-07-20,2579.43603923787,2267.18051859304,2889.0386860015
"198",2009-07-21,2586.25411936943,2255.64104317731,2915.26987216318
"199",2009-07-22,2600.06618134185,2301.98397798042,2911.66261003361
"200",2009-07-23,2601.32188208944,2272.964618109,2906.36661114017
"201",2009-07-24,2611.51095189968,2278.14425849721,2932.9733165983
"202",2009-07-25,2756.12606919232,2418.96285816066,3071.9779689704
"203",2009-07-26,2769.93488983636,2433.45423110838,3050.32765207056
"204",2009-07-27,2643.42555741671,2338.99698633839,2958.61571819141
"205",2009-07-28,2649.26354889918,2335.50836002052,2981.39972239606
"206",2009-07-29,2674.28931590043,2345.97918989348,2989.60774946011
"207",2009-07-30,2691.44921728517,2395.81843510031,3046.20985770301
"208",2009-07-31,2702.12797067566,2401.39414340162,3031.6015961937
"209",2009-08-01,2831.33133624441,2537.15207436332,3141.21227844284
"210",2009-08-02,2832.97092504504,2497.66043146265,3162.19087481649
"211",2009-08-03,2704.95935537102,2371.67816372198,3033.05050467322
"212",2009-08-04,2706.84165882413,2401.59489612551,3026.42858901635
"213",2009-08-05,2717.89828641008,2401.88527087089,3028.28250032378
"214",2009-08-06,2721.90683749304,2384.77747020959,3050.1374410707
"215",2009-08-07,2727.55279086205,2417.64998246912,3040.55453984867
"216",2009-08-08,2849.26465410874,2544.35999637832,3185.41174707547
"217",2009-08-09,2833.55585727655,2513.64148665052,3168.08908140519
"218",2009-08-10,2691.865758263,2382.94812368355,3005.92222352687
"219",2009-08-11,2696.95994119424,2377.64364981319,3001.30401554154
"220",2009-08-12,2715.98030972433,2379.48110972058,3040.10710102911
"221",2009-08-13,2713.25547821319,2388.78780671646,3016.78696970712
"222",2009-08-14,2704.61540557289,2396.43912341394,3034.04080889805
"223",2009-08-15,2828.5687723108,2495.33443578359,3138.3440836417
"224",2009-08-16,2831.57232943625,2515.49942301995,3143.97542164698
"225",2009-08-17,2696.82885172565,2383.28221177401,2995.60348446258
"226",2009-08-18,2683.53407071106,2365.85820267396,2983.21831855303
"227",2009-08-19,2681.06154535124,2382.34103460642,3012.92982279476
"228",2009-08-20,2676.94127019098,2365.28217314901,2979.48758699359
"229",2009-08-21,2677.34340625091,2355.21299665049,2998.20838538086
"230",2009-08-22,2798.62341317671,2467.29936019813,3110.9691756994
"231",2009-08-23,2790.01711937239,2458.38772320631,3099.3683891927
"232",2009-08-24,2655.1372293823,2347.60705781598,2964.39481160103
"233",2009-08-25,2655.78654257416,2320.93926563895,2985.46691830213
"234",2009-08-26,2664.33292807991,2338.84698893612,2952.61765688871
"235",2009-08-27,2663.50347117143,2361.24443628864,2969.26368540084
"236",2009-08-28,2674.43878101596,2352.04074955536,2984.70258835491
"237",2009-08-29,2818.74827342711,2508.1696400957,3168.07660663998
"238",2009-08-30,2827.87939729041,2521.26012034901,3136.8773408207
"239",2009-08-31,2692.03765069659,2360.95690516931,2983.1617918005
"240",2009-09-01,2685.24703590709,2331.33809166736,2966.85762734946
"241",2009-09-02,2696.78747749256,2371.59705028181,3015.49516287764
"242",2009-09-03,2704.63587473699,2387.57594015118,3006.92849486132
"243",2009-09-04,2715.71028060297,2394.62953305287,3049.89624487898
"244",2009-09-05,2854.1028939701,2511.12848393726,3176.73162518043
"245",2009-09-06,2863.81026597644,2521.37682940551,3176.75095368767
"246",2009-09-07,2732.64904637453,2419.37339960441,3050.0700529889
"247",2009-09-08,2721.6659142686,2404.5811856233,3047.2358649802
"248",2009-09-09,2723.24066696452,2416.51286136834,3029.51296006766
"249",2009-09-10,2733.03734176753,2418.40551636046,3049.40421619192
"250",2009-09-11,2759.26315381101,2441.26631189247,3077.10371375074
"251",2009-09-12,2905.28553799075,2595.28372023893,3234.72817907655
"252",2009-09-13,2906.43705737131,2597.36843652587,3214.82985587704
"253",2009-09-14,2770.70046780874,2455.48671842292,3069.61040625158
"254",2009-09-15,2775.36039198002,2466.431739406,3103.85363080071
"255",2009-09-16,2795.15548782914,2473.92389662659,3111.86233512572
"256",2009-09-17,2798.97703527871,2484.72159120413,3102.99266052347
"257",2009-09-18,2800.65280177615,2477.17645830072,3104.53741914902
"258",2009-09-19,2932.59690380808,2609.41669401124,3257.39854073265
"259",2009-09-20,2938.07714887183,2620.30230681118,3263.41015143773
"260",2009-09-21,2803.81389515799,2470.91356895853,3108.50769015615
"261",2009-09-22,2794.82573683172,2465.51555830481,3098.30325088241
"262",2009-09-23,2799.0227963231,2478.48437997967,3097.12874286133
"263",2009-09-24,2803.07345011842,2452.40041879418,3124.85752140988
"264",2009-09-25,2810.75831481421,2497.92490980405,3143.42328920957
